what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1498308534267
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1498308534268
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1498308534268
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1498308534268
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1498308534269
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1498308534269
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1498308534270
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1498308534271
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1498308534271
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1498308534271
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1498308534272
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1498308534272
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1498308534273
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1498308534273
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1498308534273
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1498308534273
os,sysinfo,,,"win32",1498308534275
arch,sysinfo,,,"x86",1498308534275
ws,sysinfo,,,"win32",1498308534275
locale,sysinfo,,,"zh_CN",1498308534275
processors,sysinfo,,,"4",1498308534276
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1498308534276
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1498308534276
java.specification.name,sysinfo,,,"Java Platform API Specification",1498308534276
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1498308534276
